epoch,train_loss,valid_loss,valid_accuracy,time
0,0.36019015312194824,0.08951444923877716,0.9827715754508972,39:51
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.36019015312194824,0.08951444923877716,0.9827715754508972,39:51,0.0007429872628216589
1,0.36355555057525635,0.17939798533916473,0.9793556332588196,39:41
1,0.36355555057525635,0.17939798533916473,0.9793556332588196,39:41,0.0018164359707443943
2,0.2937687039375305,0.09810753166675568,0.9841195344924927,39:39
2,0.2937687039375305,0.09810753166675568,0.9841195344924927,39:39,0.0019781748711731224
3,0.17240621149539948,0.14047923684120178,0.9796846508979797,39:35
3,0.17240621149539948,0.14047923684120178,0.9796846508979797,39:35,0.0018090954136712296
4,0.13893471658229828,0.13229157030582428,0.9829408526420593,39:25
4,0.13893471658229828,0.13229157030582428,0.9829408526420593,39:25,0.0015001176731917081
5,0.09593048691749573,0.1023418977856636,0.9866452217102051,39:37
5,0.09593048691749573,0.1023418977856636,0.9866452217102051,39:37,0.0011046669309726699
6,0.08395221084356308,0.12580111622810364,0.9843181371688843,39:54
6,0.08395221084356308,0.12580111622810364,0.9843181371688843,39:54,0.0006911197975650102
7,0.07415910065174103,0.12978911399841309,0.9874540567398071,39:36
7,0.07415910065174103,0.12978911399841309,0.9874540567398071,39:36,0.0003309827662874721
8,0.050479527562856674,0.1431443989276886,0.9882889986038208,39:28
8,0.050479527562856674,0.1431443989276886,0.9882889986038208,39:28,8.65266080524328e-05
9,0.04159566015005112,0.13926631212234497,0.988212525844574,39:38
9,0.04159566015005112,0.13926631212234497,0.988212525844574,39:38,2.000846828021166e-08
