file_a,file_b,relation,overlap_m2,overlap_pct_a,overlap_pct_b,bearing_deg
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0052_00000188.tif,cross_route,367416.0,52.102,51.22,41.1
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000194.tif,cross_route,52614.0,7.461,7.265,63.77
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000195.tif,cross_route,79285.0,11.243,10.911,74.28
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000196.tif,cross_route,105144.0,14.91,14.416,85.67
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000197.tif,cross_route,101283.0,14.363,13.905,96.89
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000198.tif,cross_route,74555.0,10.572,10.26,107.23
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000199.tif,cross_route,49588.0,7.032,6.822,116.77
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000200.tif,cross_route,25110.0,3.561,3.46,124.95
O2023_85_45_1_0024_00001566.tif,O2023_85_48_1_0053_00000201.tif,cross_route,775.0,0.11,0.107,131.73
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004421.tif,cross_route,32230.0,4.542,4.418,209.66
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004422.tif,cross_route,122474.0,17.261,16.781,216.27
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004423.tif,cross_route,213525.0,30.093,29.296,226.24
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004424.tif,cross_route,304848.0,42.963,41.869,241.02
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004425.tif,cross_route,395952.0,55.802,54.455,261.33
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004426.tif,cross_route,373760.0,52.675,51.456,284.05
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0051_00004427.tif,cross_route,280720.0,39.563,38.686,302.82
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000181.tif,cross_route,45600.0,6.427,6.261,162.34
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000182.tif,cross_route,161454.0,22.754,22.196,157.44
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000183.tif,cross_route,278610.0,39.265,38.278,148.92
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000184.tif,cross_route,392773.0,55.354,54.181,133.62
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000185.tif,cross_route,508707.0,71.693,70.317,103.65
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000186.tif,cross_route,472964.0,66.656,65.62,66.01
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000187.tif,cross_route,356588.0,50.255,49.576,41.33
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0052_00000188.tif,cross_route,239145.0,33.703,33.338,28.79
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000194.tif,cross_route,24696.0,3.48,3.41,55.52
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000195.tif,cross_route,49640.0,6.996,6.831,64.44
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000196.tif,cross_route,73805.0,10.402,10.119,74.62
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000197.tif,cross_route,99012.0,13.954,13.594,85.3
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000198.tif,cross_route,93456.0,13.171,12.861,96.01
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000199.tif,cross_route,70070.0,9.875,9.64,106.54
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000200.tif,cross_route,47520.0,6.697,6.548,116.04
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000201.tif,cross_route,24912.0,3.511,3.432,124.16
O2023_85_45_1_0024_00001567.tif,O2023_85_48_1_0053_00000202.tif,cross_route,2368.0,0.334,0.325,131.09
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004421.tif,cross_route,127710.0,17.925,17.504,216.22
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004422.tif,cross_route,219186.0,30.764,30.033,225.99
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004423.tif,cross_route,311325.0,43.696,42.715,240.95
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004424.tif,cross_route,403744.0,56.667,55.452,261.7
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004425.tif,cross_route,377104.0,52.928,51.863,284.67
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004426.tif,cross_route,284160.0,39.883,39.12,303.88
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0051_00004427.tif,cross_route,190512.0,26.739,26.255,316.9
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000180.tif,cross_route,45480.0,6.383,6.252,162.02
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000181.tif,cross_route,166320.0,23.344,22.834,156.81
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000182.tif,cross_route,281242.0,39.474,38.664,148.41
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000183.tif,cross_route,396970.0,55.717,54.539,132.37
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000184.tif,cross_route,510201.0,71.609,70.379,103.0
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000185.tif,cross_route,468833.0,65.803,64.805,65.7
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000186.tif,cross_route,351708.0,49.364,48.797,41.76
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000187.tif,cross_route,235956.0,33.118,32.804,29.09
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0052_00000188.tif,cross_route,119301.0,16.744,16.631,22.13
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000194.tif,cross_route,1144.0,0.161,0.158,48.85
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000195.tif,cross_route,25560.0,3.587,3.517,56.32
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000196.tif,cross_route,49209.0,6.907,6.747,65.09
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000197.tif,cross_route,73296.0,10.287,10.063,74.7
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000198.tif,cross_route,92960.0,13.047,12.793,85.05
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000199.tif,cross_route,90350.0,12.681,12.43,95.93
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000200.tif,cross_route,68600.0,9.628,9.453,106.38
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000201.tif,cross_route,46620.0,6.543,6.422,115.75
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000202.tif,cross_route,25344.0,3.557,3.475,123.97
O2023_85_45_1_0024_00001568.tif,O2023_85_48_1_0053_00000203.tif,cross_route,2660.0,0.373,0.364,130.65
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004421.tif,cross_route,227104.0,31.701,31.128,225.7
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004422.tif,cross_route,320120.0,44.686,43.863,240.53
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004423.tif,cross_route,413658.0,57.742,56.756,261.77
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004424.tif,cross_route,383474.0,53.529,52.668,285.4
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004425.tif,cross_route,288960.0,40.336,39.74,304.75
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004426.tif,cross_route,194446.0,27.143,26.769,318.12
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0051_00004427.tif,cross_route,99866.0,13.94,13.763,326.63
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000180.tif,cross_route,165308.0,23.075,22.726,156.08
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000181.tif,cross_route,284226.0,39.675,39.022,147.11
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000182.tif,cross_route,397296.0,55.459,54.619,131.21
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000183.tif,cross_route,510649.0,71.281,70.157,101.54
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000184.tif,cross_route,465784.0,65.019,64.252,66.13
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000185.tif,cross_route,347442.0,48.499,48.026,42.57
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000186.tif,cross_route,232044.0,32.391,32.194,30.05
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000187.tif,cross_route,117852.0,16.451,16.385,22.79
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0052_00000188.tif,cross_route,2924.0,0.408,0.408,18.36
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000195.tif,cross_route,3036.0,0.424,0.418,49.74
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000196.tif,cross_route,25152.0,3.511,3.449,57.11
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000197.tif,cross_route,47168.0,6.584,6.476,65.35
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000198.tif,cross_route,65910.0,9.2,9.07,74.71
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000199.tif,cross_route,86043.0,12.011,11.837,85.14
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000200.tif,cross_route,84630.0,11.813,11.662,95.86
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000201.tif,cross_route,64220.0,8.964,8.847,106.11
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000202.tif,cross_route,45158.0,6.304,6.191,115.51
O2023_85_45_1_0024_00001569.tif,O2023_85_48_1_0053_00000203.tif,cross_route,23400.0,3.266,3.204,123.46
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004421.tif,cross_route,328107.0,45.816,44.972,241.08
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004422.tif,cross_route,422201.0,58.955,57.85,262.37
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004423.tif,cross_route,385520.0,53.833,52.895,286.33
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004424.tif,cross_route,289275.0,40.394,39.73,305.74
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004425.tif,cross_route,193662.0,27.042,26.634,318.88
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004426.tif,cross_route,98049.0,13.691,13.498,327.59
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0051_00004427.tif,cross_route,3025.0,0.422,0.417,333.22
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000180.tif,cross_route,283444.0,39.579,38.967,146.46
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000181.tif,cross_route,401080.0,56.006,55.065,129.54
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000182.tif,cross_route,512910.0,71.621,70.513,100.16
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000183.tif,cross_route,458858.0,64.074,63.042,65.15
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000184.tif,cross_route,343570.0,47.975,47.393,42.6
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000185.tif,cross_route,226824.0,31.673,31.353,30.34
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0052_00000186.tif,cross_route,112530.0,15.713,15.613,23.22
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000196.tif,cross_route,3750.0,0.524,0.514,50.27
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000197.tif,cross_route,24320.0,3.396,3.339,57.17
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000198.tif,cross_route,42780.0,5.974,5.887,65.28
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000199.tif,cross_route,62115.0,8.674,8.545,74.71
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000200.tif,cross_route,82212.0,11.48,11.329,85.01
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000201.tif,cross_route,81220.0,11.341,11.189,95.56
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000202.tif,cross_route,63744.0,8.901,8.74,105.83
O2023_85_45_1_0024_00001570.tif,O2023_85_48_1_0053_00000203.tif,cross_route,42284.0,5.904,5.79,115.02
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004421.tif,cross_route,428655.0,59.735,58.753,263.06
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004422.tif,cross_route,388680.0,54.164,53.257,286.87
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004423.tif,cross_route,291650.0,40.642,40.016,306.31
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004424.tif,cross_route,194934.0,27.165,26.773,319.4
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004425.tif,cross_route,98693.0,13.753,13.573,327.97
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0051_00004426.tif,cross_route,2452.0,0.342,0.338,333.83
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000180.tif,cross_route,398912.0,55.59,54.841,129.33
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000181.tif,cross_route,515268.0,71.804,70.742,98.89
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000182.tif,cross_route,456768.0,63.652,62.795,64.76
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000183.tif,cross_route,340963.0,47.514,46.844,42.52
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000184.tif,cross_route,226925.0,31.623,31.303,30.51
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0052_00000185.tif,cross_route,111755.0,15.573,15.448,23.51
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000197.tif,cross_route,4026.0,0.561,0.553,50.41
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000198.tif,cross_route,22184.0,3.091,3.053,57.28
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000199.tif,cross_route,40716.0,5.674,5.601,65.47
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000200.tif,cross_route,59708.0,8.321,8.228,74.82
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000201.tif,cross_route,78352.0,10.919,10.794,84.97
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000202.tif,cross_route,80276.0,11.187,11.006,95.51
O2023_85_45_1_0024_00001571.tif,O2023_85_48_1_0053_00000203.tif,cross_route,59118.0,8.238,8.095,105.61
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0051_00004421.tif,cross_route,377325.0,52.833,51.718,278.87
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0051_00004422.tif,cross_route,291798.0,40.858,39.982,297.71
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0051_00004423.tif,cross_route,203670.0,28.518,27.944,311.96
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0051_00004424.tif,cross_route,115856.0,16.222,15.912,321.88
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0051_00004425.tif,cross_route,28407.0,3.978,3.907,328.77
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000180.tif,cross_route,513500.0,71.9,70.594,115.45
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000181.tif,cross_route,526384.0,73.704,72.268,69.31
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000182.tif,cross_route,404004.0,56.569,55.541,40.24
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000183.tif,cross_route,280379.0,39.259,38.521,27.02
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000184.tif,cross_route,158137.0,22.142,21.814,20.12
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0052_00000185.tif,cross_route,34875.0,4.883,4.821,16.02
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000198.tif,cross_route,13416.0,1.879,1.846,50.58
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000199.tif,cross_route,40698.0,5.699,5.599,58.07
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000200.tif,cross_route,68112.0,9.537,9.386,66.94
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000201.tif,cross_route,95288.0,13.342,13.127,77.06
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000202.tif,cross_route,125488.0,17.571,17.205,88.1
O2023_85_45_1_0024_00001572.tif,O2023_85_48_1_0053_00000203.tif,cross_route,104748.0,14.667,14.342,99.25
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0051_00004421.tif,cross_route,322240.0,45.461,44.167,299.58
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0051_00004422.tif,cross_route,229216.0,32.337,31.407,314.65
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0051_00004423.tif,cross_route,133540.0,18.839,18.322,324.68
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0051_00004424.tif,cross_route,38178.0,5.386,5.244,331.43
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0052_00000180.tif,cross_route,503998.0,71.103,69.288,77.0
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0052_00000181.tif,cross_route,385451.0,54.378,52.919,48.04
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0052_00000182.tif,cross_route,271215.0,38.262,37.286,33.15
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0052_00000183.tif,cross_route,156220.0,22.039,21.463,24.99
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0052_00000184.tif,cross_route,42224.0,5.957,5.825,19.94
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0053_00000199.tif,cross_route,11160.0,1.574,1.535,52.98
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0053_00000200.tif,cross_route,30371.0,4.285,4.185,60.39
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0053_00000201.tif,cross_route,49489.0,6.982,6.818,69.0
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0053_00000202.tif,cross_route,71000.0,10.017,9.735,78.72
O2023_85_45_1_0024_00001573.tif,O2023_85_48_1_0053_00000203.tif,cross_route,87846.0,12.393,12.028,89.19
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0052_00000180.tif,cross_route,337402.0,45.213,46.385,277.34
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0052_00000181.tif,cross_route,259904.0,34.828,35.683,294.43
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0052_00000182.tif,cross_route,184260.0,24.691,25.331,307.59
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0052_00000183.tif,cross_route,107715.0,14.434,14.799,317.67
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0052_00000184.tif,cross_route,29677.0,3.977,4.094,324.89
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0053_00000199.tif,cross_route,80934.0,10.845,11.134,10.84
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0053_00000200.tif,cross_route,217224.0,29.109,29.934,14.15
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0053_00000201.tif,cross_route,353420.0,47.359,48.686,20.23
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0053_00000202.tif,cross_route,492754.0,66.031,67.56,34.13
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0053_00000203.tif,cross_route,626674.0,83.976,85.806,80.46
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000555.tif,cross_route,172392.0,23.101,23.75,97.52
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000556.tif,cross_route,180048.0,24.127,24.813,84.81
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000557.tif,cross_route,138075.0,18.503,19.042,72.8
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000558.tif,cross_route,96784.0,12.969,13.37,62.27
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000559.tif,cross_route,54131.0,7.254,7.485,53.4
O2023_85_45_1_0025_00001584.tif,O2023_85_48_1_0054_00000560.tif,cross_route,12336.0,1.653,1.708,46.13
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000180.tif,cross_route,317358.0,42.484,43.629,259.44
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000181.tif,cross_route,332328.0,44.488,45.626,277.53
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000182.tif,cross_route,258230.0,34.569,35.501,293.81
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000183.tif,cross_route,183396.0,24.551,25.196,307.27
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000184.tif,cross_route,106920.0,14.313,14.749,317.16
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0052_00000185.tif,cross_route,28826.0,3.859,3.985,324.62
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000198.tif,cross_route,79261.0,10.611,10.908,10.04
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000199.tif,cross_route,218370.0,29.233,30.042,13.22
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000200.tif,cross_route,356239.0,47.689,49.091,18.99
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000201.tif,cross_route,493857.0,66.112,68.033,32.76
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000202.tif,cross_route,635250.0,85.04,87.098,79.18
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0053_00000203.tif,cross_route,533052.0,71.359,72.987,139.42
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000555.tif,cross_route,135408.0,18.127,18.655,109.5
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000556.tif,cross_route,179088.0,23.974,24.68,97.32
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000557.tif,cross_route,185504.0,24.833,25.583,84.7
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000558.tif,cross_route,142800.0,19.116,19.726,72.69
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000559.tif,cross_route,98088.0,13.131,13.564,61.98
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000560.tif,cross_route,54530.0,7.3,7.551,52.98
O2023_85_45_1_0025_00001585.tif,O2023_85_48_1_0054_00000561.tif,cross_route,12098.0,1.62,1.671,45.79
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0051_00004421.tif,cross_route,37180.0,5.021,5.096,268.03
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0051_00004422.tif,cross_route,32552.0,4.396,4.46,277.43
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0051_00004423.tif,cross_route,23919.0,3.23,3.282,286.6
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0051_00004424.tif,cross_route,15600.0,2.107,2.143,295.0
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0051_00004425.tif,cross_route,7750.0,1.047,1.066,302.37
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000180.tif,cross_route,366800.0,49.533,50.426,240.62
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000181.tif,cross_route,473040.0,63.879,64.944,265.46
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000182.tif,cross_route,407262.0,54.997,55.989,291.39
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000183.tif,cross_route,306506.0,41.391,42.11,311.41
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000184.tif,cross_route,203848.0,27.528,28.12,323.89
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0052_00000185.tif,cross_route,99234.0,13.401,13.717,332.03
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000197.tif,cross_route,18900.0,2.552,2.595,21.59
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000198.tif,cross_route,126672.0,17.106,17.432,27.07
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000199.tif,cross_route,237690.0,32.098,32.7,35.53
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000200.tif,cross_route,348000.0,46.994,47.955,49.61
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000201.tif,cross_route,457968.0,61.844,63.089,73.07
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000202.tif,cross_route,473200.0,63.901,64.879,103.92
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0053_00000203.tif,cross_route,361224.0,48.78,49.46,128.32
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000555.tif,cross_route,39494.0,5.333,5.441,111.27
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000556.tif,cross_route,55174.0,7.451,7.604,101.73
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000557.tif,cross_route,69937.0,9.444,9.645,91.68
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000558.tif,cross_route,59752.0,8.069,8.254,81.64
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000559.tif,cross_route,42501.0,5.739,5.877,71.97
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000560.tif,cross_route,26936.0,3.637,3.73,63.2
O2023_85_45_1_0025_00001586.tif,O2023_85_48_1_0054_00000561.tif,cross_route,12056.0,1.628,1.665,55.69
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004421.tif,cross_route,53856.0,7.285,7.382,256.12
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004422.tif,cross_route,69564.0,9.41,9.532,265.82
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004423.tif,cross_route,66054.0,8.935,9.063,275.95
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004424.tif,cross_route,49700.0,6.723,6.826,285.74
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004425.tif,cross_route,34000.0,4.599,4.676,294.65
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004426.tif,cross_route,18300.0,2.475,2.519,302.5
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0051_00004427.tif,cross_route,2592.0,0.351,0.357,309.02
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000180.tif,cross_route,262965.0,35.57,36.152,217.01
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000181.tif,cross_route,376831.0,50.972,51.736,232.67
