file_a,file_b,relation,overlap_m2,overlap_pct_a,overlap_pct_b,bearing_deg
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000182.tif,cross_route,486374.0,65.79,66.865,258.03
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000183.tif,cross_route,461376.0,62.408,63.388,289.72
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000184.tif,cross_route,351288.0,47.517,48.458,313.03
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000185.tif,cross_route,239144.0,32.348,33.056,326.93
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000186.tif,cross_route,126732.0,17.142,17.583,334.79
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0052_00000187.tif,cross_route,14994.0,2.028,2.085,339.67
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000196.tif,cross_route,33696.0,4.558,4.62,25.92
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000197.tif,cross_route,138012.0,18.668,18.948,32.07
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000198.tif,cross_route,237449.0,32.119,32.677,41.8
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000199.tif,cross_route,340442.0,46.05,46.836,57.18
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000200.tif,cross_route,443195.0,59.949,61.073,80.08
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000201.tif,cross_route,417962.0,56.536,57.578,106.29
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000202.tif,cross_route,318339.0,43.06,43.647,127.52
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0053_00000203.tif,cross_route,214804.0,29.056,29.412,140.77
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000555.tif,cross_route,10584.0,1.432,1.458,119.6
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000556.tif,cross_route,18424.0,2.492,2.539,111.59
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000557.tif,cross_route,25632.0,3.467,3.535,102.79
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000558.tif,cross_route,33072.0,4.474,4.569,93.43
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000559.tif,cross_route,28248.0,3.821,3.906,83.73
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000560.tif,cross_route,20202.0,2.733,2.797,74.33
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000561.tif,cross_route,12558.0,1.699,1.734,65.8
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000562.tif,cross_route,6105.0,0.826,0.843,58.42
O2023_85_45_1_0025_00001587.tif,O2023_85_48_1_0054_00000563.tif,cross_route,238.0,0.032,0.033,52.07
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004421.tif,cross_route,32538.0,4.421,4.46,247.48
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004422.tif,cross_route,45936.0,6.241,6.294,256.32
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004423.tif,cross_route,58824.0,7.992,8.071,266.08
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004424.tif,cross_route,55250.0,7.506,7.588,276.08
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004425.tif,cross_route,41905.0,5.693,5.763,285.69
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004426.tif,cross_route,28560.0,3.88,3.932,294.52
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0051_00004427.tif,cross_route,14580.0,1.981,2.009,302.12
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000180.tif,cross_route,151110.0,20.53,20.774,209.21
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000181.tif,cross_route,262268.0,35.631,36.007,218.57
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000182.tif,cross_route,369208.0,50.16,50.757,233.78
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000183.tif,cross_route,480233.0,65.244,65.978,258.9
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000184.tif,cross_route,450855.0,61.252,62.193,289.16
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000185.tif,cross_route,341387.0,46.38,47.189,312.44
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000186.tif,cross_route,231330.0,31.428,32.095,325.83
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000187.tif,cross_route,121626.0,16.524,16.909,333.7
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0052_00000188.tif,cross_route,11900.0,1.617,1.659,338.87
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000195.tif,cross_route,23796.0,3.233,3.275,24.46
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000196.tif,cross_route,135300.0,18.382,18.551,30.92
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000197.tif,cross_route,241995.0,32.877,33.224,40.18
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000198.tif,cross_route,342680.0,46.556,47.159,55.34
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000199.tif,cross_route,447440.0,60.789,61.556,78.76
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000200.tif,cross_route,427691.0,58.105,58.937,106.26
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000201.tif,cross_route,324228.0,44.049,44.665,127.92
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000202.tif,cross_route,222105.0,30.175,30.452,141.98
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0053_00000203.tif,cross_route,117302.0,15.936,16.061,150.24
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000555.tif,cross_route,3782.0,0.514,0.521,126.62
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000556.tif,cross_route,13542.0,1.84,1.866,119.62
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000557.tif,cross_route,22800.0,3.098,3.144,111.67
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000558.tif,cross_route,32100.0,4.361,4.434,102.82
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000559.tif,cross_route,38864.0,5.28,5.374,93.13
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000560.tif,cross_route,34236.0,4.651,4.741,83.23
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000561.tif,cross_route,24225.0,3.291,3.345,73.79
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000562.tif,cross_route,15582.0,2.117,2.152,65.36
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000563.tif,cross_route,7360.0,1.0,1.016,57.94
O2023_85_45_1_0025_00001588.tif,O2023_85_48_1_0054_00000564.tif,cross_route,129.0,0.018,0.018,51.64
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004421.tif,cross_route,15552.0,2.118,2.132,239.84
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004422.tif,cross_route,26640.0,3.628,3.65,247.58
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004423.tif,cross_route,37346.0,5.086,5.124,256.48
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004424.tif,cross_route,47810.0,6.511,6.566,266.11
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004425.tif,cross_route,45500.0,6.196,6.258,275.92
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004426.tif,cross_route,34510.0,4.7,4.751,285.43
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0051_00004427.tif,cross_route,22242.0,3.029,3.065,294.02
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000180.tif,cross_route,41175.0,5.607,5.661,204.29
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000181.tif,cross_route,149617.0,20.375,20.541,210.33
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000182.tif,cross_route,253946.0,34.582,34.912,219.45
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000183.tif,cross_route,362142.0,49.316,49.754,234.56
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000184.tif,cross_route,467856.0,63.712,64.538,258.8
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000185.tif,cross_route,441784.0,60.162,61.066,288.55
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000186.tif,cross_route,334082.0,45.495,46.351,310.89
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000187.tif,cross_route,226404.0,30.831,31.476,324.28
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0052_00000188.tif,cross_route,119190.0,16.231,16.616,332.55
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000194.tif,cross_route,14196.0,1.933,1.96,22.93
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000195.tif,cross_route,130275.0,17.741,17.928,29.19
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000196.tif,cross_route,243988.0,33.226,33.453,38.93
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000197.tif,cross_route,353394.0,48.125,48.518,54.04
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000198.tif,cross_route,455621.0,62.046,62.701,77.87
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000199.tif,cross_route,437472.0,59.574,60.184,106.7
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000200.tif,cross_route,330443.0,44.999,45.536,129.15
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000201.tif,cross_route,224782.0,30.611,30.966,142.96
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000202.tif,cross_route,119829.0,16.318,16.429,151.67
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0053_00000203.tif,cross_route,13460.0,1.833,1.843,156.85
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000556.tif,cross_route,4800.0,0.654,0.661,126.93
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000557.tif,cross_route,16428.0,2.237,2.266,120.01
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000558.tif,cross_route,27898.0,3.799,3.854,112.05
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000559.tif,cross_route,37520.0,5.109,5.188,102.88
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000560.tif,cross_route,47328.0,6.445,6.553,92.98
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000561.tif,cross_route,41080.0,5.594,5.673,82.99
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000562.tif,cross_route,29925.0,4.075,4.132,73.61
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000563.tif,cross_route,19020.0,2.59,2.627,65.07
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000564.tif,cross_route,9120.0,1.242,1.261,57.66
O2023_85_45_1_0025_00001589.tif,O2023_85_48_1_0054_00000565.tif,cross_route,110.0,0.015,0.015,51.22
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004421.tif,cross_route,3136.0,0.429,0.43,233.39
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004422.tif,cross_route,11760.0,1.607,1.611,239.99
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004423.tif,cross_route,20130.0,2.751,2.762,247.81
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004424.tif,cross_route,28242.0,3.86,3.879,256.59
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004425.tif,cross_route,36666.0,5.012,5.043,266.02
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004426.tif,cross_route,35154.0,4.805,4.84,275.7
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0051_00004427.tif,cross_route,24750.0,3.383,3.411,284.96
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000181.tif,cross_route,40321.0,5.511,5.536,205.24
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000182.tif,cross_route,141882.0,19.393,19.505,211.15
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000183.tif,cross_route,247086.0,33.773,33.947,220.26
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000184.tif,cross_route,350032.0,47.844,48.285,235.19
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000185.tif,cross_route,456940.0,62.457,63.161,259.06
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000186.tif,cross_route,432150.0,59.068,59.958,287.21
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000187.tif,cross_route,326652.0,44.648,45.414,309.02
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0052_00000188.tif,cross_route,222108.0,30.359,30.963,322.77
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000194.tif,cross_route,123689.0,16.906,17.08,27.25
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000195.tif,cross_route,242190.0,33.104,33.329,36.72
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000196.tif,cross_route,358280.0,48.971,49.123,52.71
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000197.tif,cross_route,470560.0,64.318,64.604,77.76
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000198.tif,cross_route,447200.0,61.125,61.542,107.46
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000199.tif,cross_route,337317.0,46.106,46.406,130.55
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000200.tif,cross_route,227728.0,31.127,31.381,144.42
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000201.tif,cross_route,119712.0,16.363,16.491,152.69
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0053_00000202.tif,cross_route,11764.0,1.608,1.613,158.21
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000557.tif,cross_route,5518.0,0.754,0.761,127.46
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000558.tif,cross_route,19313.0,2.64,2.668,120.57
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000559.tif,cross_route,31960.0,4.368,4.419,112.32
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000560.tif,cross_route,44488.0,6.081,6.16,102.98
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000561.tif,cross_route,55760.0,7.622,7.7,92.96
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000562.tif,cross_route,49374.0,6.749,6.818,83.01
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000563.tif,cross_route,35625.0,4.869,4.92,73.46
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000564.tif,cross_route,22896.0,3.13,3.166,64.89
O2023_85_45_1_0025_00001590.tif,O2023_85_48_1_0054_00000565.tif,cross_route,11200.0,1.531,1.548,57.29
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004422.tif,cross_route,2050.0,0.281,0.281,233.53
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004423.tif,cross_route,8240.0,1.129,1.131,240.23
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004424.tif,cross_route,14157.0,1.939,1.944,247.96
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004425.tif,cross_route,20241.0,2.772,2.784,256.58
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004426.tif,cross_route,26364.0,3.611,3.63,265.89
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0051_00004427.tif,cross_route,22925.0,3.14,3.159,275.36
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000182.tif,cross_route,34992.0,4.793,4.811,205.84
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000183.tif,cross_route,137361.0,18.813,18.872,211.75
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000184.tif,cross_route,237692.0,32.555,32.788,220.91
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000185.tif,cross_route,341910.0,46.829,47.261,235.86
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000186.tif,cross_route,443435.0,60.734,61.523,258.83
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000187.tif,cross_route,423797.0,58.044,58.92,285.81
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0052_00000188.tif,cross_route,321768.0,44.07,44.856,307.43
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000194.tif,cross_route,238656.0,32.687,32.955,34.41
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000195.tif,cross_route,359233.0,49.201,49.437,50.21
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000196.tif,cross_route,477360.0,65.38,65.45,77.2
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000197.tif,cross_route,455430.0,62.377,62.527,109.33
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000198.tif,cross_route,343490.0,47.045,47.27,132.04
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000199.tif,cross_route,231700.0,31.734,31.876,145.75
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000200.tif,cross_route,119871.0,16.418,16.519,153.88
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0053_00000201.tif,cross_route,9814.0,1.344,1.352,159.01
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000558.tif,cross_route,5814.0,0.796,0.803,128.05
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000559.tif,cross_route,21168.0,2.899,2.927,120.92
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000560.tif,cross_route,36096.0,4.944,4.998,112.56
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000561.tif,cross_route,49941.0,6.84,6.897,103.13
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000562.tif,cross_route,63154.0,8.65,8.721,93.19
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000563.tif,cross_route,55880.0,7.653,7.717,83.05
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000564.tif,cross_route,40630.0,5.565,5.618,73.47
O2023_85_45_1_0025_00001591.tif,O2023_85_48_1_0054_00000565.tif,cross_route,26560.0,3.638,3.672,64.66
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0051_00004423.tif,cross_route,945.0,0.13,0.13,233.86
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0051_00004424.tif,cross_route,4040.0,0.554,0.555,240.49
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0051_00004425.tif,cross_route,7160.0,0.982,0.985,248.06
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0051_00004426.tif,cross_route,10300.0,1.413,1.418,256.56
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0051_00004427.tif,cross_route,10736.0,1.473,1.48,265.66
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000183.tif,cross_route,31600.0,4.335,4.341,206.57
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000184.tif,cross_route,128702.0,17.657,17.754,212.6
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000185.tif,cross_route,229596.0,31.5,31.736,221.87
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000186.tif,cross_route,328176.0,45.025,45.532,236.56
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000187.tif,cross_route,426048.0,58.452,59.233,258.53
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0052_00000188.tif,cross_route,415290.0,56.976,57.893,284.21
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000194.tif,cross_route,360720.0,49.489,49.81,46.95
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000195.tif,cross_route,483887.0,66.387,66.591,74.96
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000196.tif,cross_route,463828.0,63.635,63.594,110.51
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000197.tif,cross_route,349685.0,47.975,48.009,134.94
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000198.tif,cross_route,235893.0,32.364,32.463,147.62
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000199.tif,cross_route,121720.0,16.7,16.745,155.36
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0053_00000200.tif,cross_route,7170.0,0.984,0.988,160.28
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000559.tif,cross_route,6270.0,0.86,0.867,128.6
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000560.tif,cross_route,24080.0,3.304,3.334,121.41
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000561.tif,cross_route,40984.0,5.623,5.66,112.99
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000562.tif,cross_route,57031.0,7.824,7.876,103.64
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000563.tif,cross_route,71864.0,9.859,9.924,93.48
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000564.tif,cross_route,64640.0,8.868,8.938,83.26
O2023_85_45_1_0025_00001592.tif,O2023_85_48_1_0054_00000565.tif,cross_route,47718.0,6.547,6.596,73.37
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0051_00004424.tif,cross_route,301.0,0.041,0.041,234.17
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0051_00004425.tif,cross_route,1393.0,0.192,0.192,240.72
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0051_00004426.tif,cross_route,2492.0,0.343,0.343,248.23
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0051_00004427.tif,cross_route,1536.0,0.211,0.212,256.63
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0052_00000184.tif,cross_route,27324.0,3.758,3.769,207.12
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0052_00000185.tif,cross_route,125846.0,17.307,17.395,213.28
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0052_00000186.tif,cross_route,222411.0,30.586,30.858,222.67
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0052_00000187.tif,cross_route,318573.0,43.811,44.291,237.29
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0052_00000188.tif,cross_route,415496.0,57.14,57.922,258.5
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000194.tif,cross_route,482388.0,66.339,66.611,71.36
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000195.tif,cross_route,478074.0,65.745,65.791,109.64
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000196.tif,cross_route,355510.0,48.89,48.743,135.79
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000197.tif,cross_route,238958.0,32.862,32.807,149.41
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000198.tif,cross_route,123930.0,17.043,17.055,156.41
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0053_00000199.tif,cross_route,8008.0,1.101,1.102,161.11
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000560.tif,cross_route,6944.0,0.955,0.962,128.86
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000561.tif,cross_route,26257.0,3.611,3.626,121.62
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000562.tif,cross_route,44506.0,6.121,6.146,113.32
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000563.tif,cross_route,61712.0,8.487,8.522,103.82
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000564.tif,cross_route,77744.0,10.691,10.75,93.65
O2023_85_45_1_0025_00001593.tif,O2023_85_48_1_0054_00000565.tif,cross_route,71040.0,9.77,9.82,83.17
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0053_00000194.tif,cross_route,408000.0,57.324,56.339,261.25
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0053_00000195.tif,cross_route,306927.0,43.123,42.238,238.35
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0053_00000196.tif,cross_route,206910.0,29.071,28.369,222.98
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0053_00000197.tif,cross_route,108962.0,15.309,14.96,213.78
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0053_00000198.tif,cross_route,15125.0,2.125,2.081,207.39
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0054_00000561.tif,cross_route,52992.0,7.445,7.318,160.55
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0054_00000562.tif,cross_route,168086.0,23.616,23.212,155.03
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0054_00000563.tif,cross_route,282897.0,39.747,39.067,145.66
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0054_00000564.tif,cross_route,395304.0,55.54,54.663,128.76
O2023_85_45_1_0026_00002351.tif,O2023_85_48_1_0054_00000565.tif,cross_route,509652.0,71.606,70.453,98.59
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0052_00000185.tif,cross_route,422.0,0.06,0.058,241.6
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0052_00000186.tif,cross_route,732.0,0.104,0.102,249.19
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0052_00000188.tif,cross_route,677.0,0.096,0.094,266.66
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000194.tif,cross_route,384111.0,54.376,53.04,284.93
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000195.tif,cross_route,401778.0,56.877,55.292,258.77
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000196.tif,cross_route,301568.0,42.691,41.347,236.64
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000197.tif,cross_route,202675.0,28.691,27.826,222.58
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000198.tif,cross_route,108832.0,15.407,14.977,213.27
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0053_00000199.tif,cross_route,12160.0,1.721,1.673,207.0
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000560.tif,cross_route,47710.0,6.754,6.606,160.58
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000561.tif,cross_route,165206.0,23.387,22.814,154.89
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000562.tif,cross_route,279207.0,39.525,38.557,145.7
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000563.tif,cross_route,392766.0,55.601,54.239,128.72
