tile_a,route_a,fold_a,tile_b,route_b,fold_b,overlap_m2,pct_of_tile
O2021_82_20_1_0024_00005078_4000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_0.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_0.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_0.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_2000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_2000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_2000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_2000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_1000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_1000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_1000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_1000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_3000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_3000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_3000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_3000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_2000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_2000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_2000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_2000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_0.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_0.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_4000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_4000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_4000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_4000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_3000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_3000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_3000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_3000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_0.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_0.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_5000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_5000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_5000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_5000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_0.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_0.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_4000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_4000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_4000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_4000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_1000.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_1000.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_2000.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_6000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_6000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_6000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_6000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_0.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_0.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_5000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_5000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_5000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_5000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_2000.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_2000.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_3000.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_3000.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_7000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_7000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_7000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_1000.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_1000.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_2000.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_6000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_6000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_6000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_6000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_8000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_8000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_8000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_8000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_2000.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001869_2000_2000.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002039_13000_3000.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_3000.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_7000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_2000_7000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_13000_7000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_1000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_1000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_1000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_1000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_0.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_0.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_0.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_0.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_2000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_2000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_2000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_2000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_1000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_1000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_1000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_1000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_3000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_3000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_3000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_3000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_2000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_2000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_2000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_2000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_0.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_0.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_4000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_4000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_4000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_4000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_3000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_3000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_3000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_3000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_0.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_0.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_5000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_5000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_5000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_5000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_0.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_0.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_4000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_4000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_4000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_4000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_1000.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_1000.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_2000.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_6000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_6000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_6000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_6000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_0.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_0.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_5000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_5000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_5000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_5000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_2000.tif,82-21,1,854.0,8.54
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_2000.tif,82-21,1,546.0,5.46
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_3000.tif,82-21,1,1275.0,12.75
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_3000.tif,82-21,1,425.0,4.25
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_7000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_7000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_7000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_1000.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_1000.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_2000.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_6000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_6000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_6000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_6000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_8000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_8000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_8000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_8000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001869_3000_2000.tif,82-21,1,5246.0,52.46
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001869_4000_2000.tif,82-21,1,3354.0,33.54
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002039_15000_3000.tif,82-21,1,6225.0,62.25
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002039_14000_3000.tif,82-21,1,2075.0,20.75
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_7000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0005_00001868_3000_7000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_7000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_1000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_5000_1000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_1000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_16000_1000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_0.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0005_00001868_5000_0.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_16000_0.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_0.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_2000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_5000_2000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_2000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_16000_2000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_1000.tif,82-21,1,744.0,7.44
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0005_00001868_5000_1000.tif,82-21,1,456.0,4.56
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_1000.tif,82-21,1,34.0,0.34
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,O2021_82_21_1_0004_00002040_16000_1000.tif,82-21,1,66.0,0.66
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_3000.tif,82-21,1,5456.0,54.56
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_5000_3000.tif,82-21,1,3344.0,33.44
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_16000_3000.tif,82-21,1,6534.0,65.34
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,O2021_82_21_1_0004_00002040_15000_3000.tif,82-21,1,3366.0,33.66
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,O2021_82_21_1_0005_00001868_4000_2000.tif,82-21,1,744.0,7.44
