tile,route,label_E,label_N,rgb_E,rgb_N,dE,dN,in_contaminated_set
O2023_84_40_1_0136_00065238_8720_3000.tif,84-40,719899.0,6168887.0,720276.0,6168749.0,377.0,-138.0,False
O2023_84_40_1_0127_00085858_0_0.tif,84-40,713267.0,6185075.0,712667.0,6185375.0,-600.0,300.0,False
O2021_84_40_1_0051_00072014_6000_2000.tif,84-40,727030.0,6175701.0,727027.0,6175484.0,-3.0,-217.0,False
O2023_82_24_1_0011_00000390_8000_5000.tif,82-24,573445.0,6223998.0,574144.0,6224461.0,699.0,463.0,False
O2023_84_40_1_0125_00092547_2000_5000.tif,84-40,712036.0,6185908.0,711363.0,6185508.0,-673.0,-400.0,True
O2021_83_31_1_0042_00092144_0_1000.tif,83-31,493914.0,6104651.0,493214.0,6104851.0,-700.0,200.0,False
O2021_84_40_1_0049_00072953_0_2000.tif,84-40,725688.0,6175362.0,725690.0,6175779.0,2.0,417.0,False
O2021_83_25_1_0023_00001888_7000_4000.tif,83-25,459958.0,6144514.0,459657.0,6143779.0,-301.0,-735.0,False
O2021_83_25_1_0017_00002700_10000_4000.tif,83-25,453656.0,6161819.0,454653.0,6161167.0,997.0,-652.0,False
O2021_82_24_1_0022_00001746_10cm_6000_3000.tif,82-24,575070.0,6228433.0,575569.0,6228906.0,499.0,473.0,False
O2021_84_40_1_0039_00062707_1000_3000.tif,84-40,719968.0,6176686.0,719965.0,6176694.0,-3.0,8.0,False
O2021_83_31_1_0040_00094623_3000_3000.tif,83-31,492060.0,6103891.0,492058.0,6103582.0,-2.0,-309.0,False
O2021_83_25_1_0023_00001889_11000_0.tif,83-25,459756.0,6144314.0,459958.0,6144514.0,202.0,200.0,False
O2021_82_22_1_0032_00000911_1000_2000.tif,82-22,531081.0,6222693.0,530381.0,6222893.0,-700.0,200.0,False
O2021_82_22_1_0029_00002082_6000_6000.tif,82-22,528992.0,6222991.0,529092.0,6222336.0,100.0,-655.0,False
O2021_82_22_1_0032_00000904_6000_0.tif,82-22,530684.0,6221968.0,530885.0,6222014.0,201.0,46.0,False
O2023_82_24_1_0014_00000746_3000_7000.tif,82-24,577655.0,6223755.0,577255.0,6223655.0,-400.0,-100.0,False
O2021_82_24_1_0023_00001713_10cm_3000_2000.tif,82-24,576288.0,6227538.0,575887.0,6227187.0,-401.0,-351.0,False
O2021_83_25_1_0024_00001850_3000_6000.tif,83-25,459814.0,6143937.0,460117.0,6143772.0,303.0,-165.0,False
O2021_82_19_1_0024_00005008_3000_2000.tif,82-19,455413.0,6216446.0,455714.0,6216992.0,301.0,546.0,False
O2021_83_25_1_0027_00001529_0_2000.tif,83-25,463095.0,6144390.0,462495.0,6144590.0,-600.0,200.0,False
O2021_83_31_1_0042_00092144_7000_3000.tif,83-31,494523.0,6104828.0,493914.0,6104651.0,-609.0,-177.0,False
O2021_84_40_1_0038_00060842_4000_3000.tif,84-40,719555.0,6176649.0,719558.0,6176036.0,3.0,-613.0,False
O2021_82_24_1_0022_00001737_10cm_4000_2000.tif,82-24,575774.0,6231030.0,575390.0,6231293.0,-384.0,263.0,False
O2021_84_40_1_0038_00060839_5000_0.tif,84-40,719558.0,6176036.0,719661.0,6176023.0,103.0,-13.0,False
O2021_82_21_1_0005_00001869_0_1000.tif,82-21,498019.0,6219581.0,496819.0,6220181.0,-1200.0,600.0,True
O2023_84_40_1_0148_00105623_0_5000.tif,84-40,727384.0,6172942.0,726987.0,6172978.0,-397.0,36.0,False
O2021_84_40_1_0045_00093307_7000_0.tif,84-40,725027.0,6175108.0,724927.0,6174940.0,-100.0,-168.0,False
O2021_82_16_1_0025_00005219_10cm_0_0.tif,82-16,576306.0,6230490.0,575415.0,6230873.0,-891.0,383.0,False
O2021_82_22_1_0030_00000256_2000_1000.tif,82-22,529101.0,6222178.0,529296.0,6222224.0,195.0,46.0,False
O2021_82_22_1_0032_00000908_6000_3000.tif,82-22,530682.0,6222285.0,530883.0,6222331.0,201.0,46.0,False
O2021_83_25_1_0024_00001855_1000_6000.tif,83-25,460521.0,6142595.0,459921.0,6142095.0,-600.0,-500.0,False
O2021_84_40_1_0047_00073810_9000_0.tif,84-40,725064.0,6176216.0,725761.0,6175845.0,697.0,-371.0,False
O2021_82_13_1_0026_00144931_3000_1000.tif,82-13,506951.0,6240118.0,506647.0,6239708.0,-304.0,-410.0,False
O2021_82_22_1_0031_00000391_2000_1000.tif,82-22,529758.0,6221899.0,529956.0,6222252.0,198.0,353.0,False
O2021_83_31_1_0042_00092126_7000_4000.tif,83-31,493708.0,6103305.0,493921.0,6102682.0,213.0,-623.0,False
O2021_82_22_1_0030_00000258_6000_0.tif,82-22,529501.0,6222588.0,529699.0,6222634.0,198.0,46.0,False
O2021_82_20_1_0023_00004975_16000_5000.tif,82-20,495837.0,6220045.0,496937.0,6220345.0,1100.0,300.0,True
O2021_84_40_1_0053_00071149_3000_3000.tif,84-40,727443.0,6175215.0,727441.0,6175535.0,-2.0,320.0,False
O2023_84_40_1_0136_00065229_7000_3000.tif,84-40,719707.0,6167774.0,720105.0,6167735.0,398.0,-39.0,False
O2021_82_19_1_0024_00005007_0_5000.tif,82-19,456110.0,6217536.0,455410.0,6217036.0,-700.0,-500.0,False
O2021_82_16_1_0025_00005217_10cm_5000_1000.tif,82-16,575415.0,6230873.0,575910.0,6231290.0,495.0,417.0,False
O2021_84_40_1_0047_00073818_1000_1000.tif,84-40,724967.0,6176845.0,725066.0,6176829.0,99.0,-16.0,False
O2021_83_25_1_0015_00003912_0_3000.tif,83-25,452724.0,6161951.0,451924.0,6161965.0,-800.0,14.0,False
O2021_83_25_1_0027_00001535_4000_2000.tif,83-25,463493.0,6142168.0,462894.0,6142568.0,-599.0,400.0,False
O2021_84_40_1_0039_00062710_1000_0.tif,84-40,719872.0,6176069.0,719968.0,6176686.0,96.0,617.0,False
O2021_82_19_1_0023_00005471_7000_3000.tif,82-19,454963.0,6215697.0,455362.0,6215552.0,399.0,-145.0,False
O2021_84_40_1_0047_00073804_5000_1000.tif,84-40,725651.0,6175533.0,725459.0,6175259.0,-192.0,-274.0,False
O2023_84_40_1_0126_00090905_9000_0.tif,84-40,712518.0,6185577.0,712784.0,6185448.0,266.0,-129.0,False
O2021_84_40_1_0039_00062715_8000_2000.tif,84-40,720575.0,6175236.0,720674.0,6175853.0,99.0,617.0,False
O2021_82_20_1_0024_00005077_0_1000.tif,82-20,497860.0,6220138.0,496660.0,6220238.0,-1200.0,100.0,True
O2021_83_26_1_0013_00001589_10000_3000.tif,83-26,480304.0,6168941.0,480404.0,6168957.0,100.0,16.0,False
O2021_82_16_1_0028_00005676_10cm_3000_0.tif,82-16,578087.0,6230020.0,577551.0,6230948.0,-536.0,928.0,False
O2021_82_22_1_0031_00000384_6000_6000.tif,82-22,530264.0,6223179.0,530365.0,6222832.0,101.0,-347.0,False
