error_rate;iou_unknown;iou_asfalt;iou_fliser;iou_grus;iou_ubefestet;iou_green_roof;iou_drivhus;iou_betonflade;iou_brosten;iou_unknown2;iou_solceller;subset
0.03972733882070937;0.0;0.24058990151689064;0.10550919154930602;0.10833471693002555;0.8737123389637229;0.0007688404135460049;0.0006672344321457221;0.016194589028573445;0.03786154412307489;0.0;0.024882719261955306;..\multi_channel_dataset_creation\example_dataset\data\all.txt
