precision_unknown;recall_unknown;f1_unknown;precision_asfalt;recall_asfalt;f1_asfalt;precision_fliser;recall_fliser;f1_fliser;precision_grus;recall_grus;f1_grus;precision_ubefestet;recall_ubefestet;f1_ubefestet;precision_green_roof;recall_green_roof;f1_green_roof;precision_drivhus;recall_drivhus;f1_drivhus;precision_betonflade;recall_betonflade;f1_betonflade;precision_brosten;recall_brosten;f1_brosten;precision_unknown2;recall_unknown2;f1_unknown2;precision_solceller;recall_solceller;f1_solceller;macro_f1;subset
0.0;0.0;0.0;0.364988;0.916959;0.522142;0.182879;0.753295;0.294308;0.396652;0.788192;0.527729;0.700929;0.995046;0.822485;0.041041;0.311281;0.07252;0.098681;0.055686;0.071196;0.637014;0.940988;0.759724;0.255668;0.791319;0.38647;0.0;0.0;0.0;0.252245;0.978495;0.401093;0.350697;..\multi_channel_dataset_creation\example_dataset\data\train.txt
