precision_unknown;recall_unknown;f1_unknown;precision_asfalt;recall_asfalt;f1_asfalt;precision_fliser;recall_fliser;f1_fliser;precision_grus;recall_grus;f1_grus;precision_ubefestet;recall_ubefestet;f1_ubefestet;precision_green_roof;recall_green_roof;f1_green_roof;precision_drivhus;recall_drivhus;f1_drivhus;precision_betonflade;recall_betonflade;f1_betonflade;precision_brosten;recall_brosten;f1_brosten;precision_unknown2;recall_unknown2;f1_unknown2;precision_solceller;recall_solceller;f1_solceller;macro_f1;subset
0.0;0.0;0.0;0.364865;0.916905;0.522008;0.182712;0.753171;0.294083;0.396541;0.787973;0.527581;0.700829;0.995047;0.822416;0.041023;0.309134;0.072434;0.098441;0.055686;0.071134;0.637008;0.940988;0.759719;0.255596;0.791193;0.386373;0.0;0.0;0.0;0.252232;0.978495;0.401077;0.35062;..\multi_channel_dataset_creation\example_dataset\data\all.txt
