epoch,train_loss,valid_loss,valid_accuracy,time
0,0.32703983783721924,0.3666049540042877,0.8600308895111084,56:24
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.32703983783721924,0.3666049540042877,0.8600308895111084,56:24,0.0007431057291175775
1,0.18837980926036835,0.4118225872516632,0.8600695729255676,56:19
1,0.18837980926036835,0.4118225872516632,0.8600695729255676,56:19,0.001816509227492079
2,0.18680383265018463,0.33039337396621704,0.8766154646873474,56:15
2,0.18680383265018463,0.33039337396621704,0.8766154646873474,56:15,0.001978165867924384
3,0.1375822275876999,0.25825974345207214,0.89983069896698,56:21
3,0.1375822275876999,0.25825974345207214,0.89983069896698,56:21,0.0018090699652303407
4,0.15192948281764984,0.2776143252849579,0.8903696537017822,56:19
4,0.15192948281764984,0.2776143252849579,0.8903696537017822,56:19,0.0015000802154973957
5,0.09551709145307541,0.2995373606681824,0.8834313154220581,56:16
5,0.09551709145307541,0.2995373606681824,0.8834313154220581,56:16,0.0011046237270667088
6,0.12308547645807266,0.32963454723358154,0.8904111981391907,56:15
6,0.12308547645807266,0.32963454723358154,0.8904111981391907,56:15,0.0006910788361352256
7,0.04978837072849274,0.28773051500320435,0.9152039885520935,56:17
7,0.04978837072849274,0.28773051500320435,0.9152039885520935,56:17,0.00033095061832292
8,0.05854356661438942,0.29837119579315186,0.9176545143127441,56:18
8,0.05854356661438942,0.29837119579315186,0.9176545143127441,56:18,8.650908649648664e-05
9,0.05409690737724304,0.324491947889328,0.9149850606918335,56:18
9,0.05409690737724304,0.324491947889328,0.9149850606918335,56:18,2.000377451877311e-08
