epoch,train_loss,valid_loss,valid_accuracy,time
0,0.4701630771160126,0.13797205686569214,0.9723093509674072,1:17:46
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0,lr_1,lr_2
0,0.4701630771160126,0.13797205686569214,0.9723093509674072,1:17:46,0.0007429872628216589,0.0007429872628216589,0.0007429872628216589
1,0.3424210846424103,0.08984678238630295,0.9775772094726562,1:22:46
1,0.3424210846424103,0.08984678238630295,0.9775772094726562,1:22:46,0.0018164359707443943,0.0018164359707443943,0.0018164359707443943
2,0.36281096935272217,0.1548260748386383,0.9659859538078308,1:23:16
2,0.36281096935272217,0.1548260748386383,0.9659859538078308,1:23:16,0.0019781748711731224,0.0019781748711731224,0.0019781748711731224
3,0.31690114736557007,0.09267348051071167,0.9762320518493652,1:23:09
3,0.31690114736557007,0.09267348051071167,0.9762320518493652,1:23:09,0.0018090954136712296,0.0018090954136712296,0.0018090954136712296
4,0.2539706826210022,0.0862797275185585,0.9814192056655884,1:22:43
4,0.2539706826210022,0.0862797275185585,0.9814192056655884,1:22:43,0.0015001176731917081,0.0015001176731917081,0.0015001176731917081
5,0.26823002099990845,0.08231949061155319,0.9816384315490723,1:22:50
5,0.26823002099990845,0.08231949061155319,0.9816384315490723,1:22:50,0.0011046669309726699,0.0011046669309726699,0.0011046669309726699
6,0.2136271595954895,0.09352994710206985,0.9787120819091797,1:23:12
6,0.2136271595954895,0.09352994710206985,0.9787120819091797,1:23:12,0.0006911197975650102,0.0006911197975650102,0.0006911197975650102
7,0.18086788058280945,0.08946393430233002,0.9785823822021484,1:24:43
7,0.18086788058280945,0.08946393430233002,0.9785823822021484,1:24:43,0.0003309827662874721,0.0003309827662874721,0.0003309827662874721
8,0.14042308926582336,0.08229926973581314,0.9837709665298462,1:23:47
8,0.14042308926582336,0.08229926973581314,0.9837709665298462,1:23:47,8.65266080524328e-05,8.65266080524328e-05,8.65266080524328e-05
9,0.15875442326068878,0.08144489675760269,0.9822455644607544,1:23:03
9,0.15875442326068878,0.08144489675760269,0.9822455644607544,1:23:03,2.000846828021166e-08,2.000846828021166e-08,2.000846828021166e-08
