epoch,train_loss,valid_loss,valid_accuracy,time
0,0.15001986920833588,0.8347132802009583,0.8329723477363586,1:18:40
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.15001986920833588,0.8347132802009583,0.8329723477363586,1:18:40,0.0007429871773499463
1,0.20432864129543304,1.0703282356262207,0.7584623694419861,1:22:43
1,0.20432864129543304,1.0703282356262207,0.7584623694419861,1:22:43,0.0018164358650253542
2,0.11817474663257599,1.0434004068374634,0.8139368891716003,1:22:54
2,0.11817474663257599,1.0434004068374634,0.8139368891716003,1:22:54,0.0019781748711731224
3,0.1105295792222023,0.7107526063919067,0.8493561148643494,1:23:05
3,0.1105295792222023,0.7107526063919067,0.8493561148643494,1:23:05,0.0018090954136712296
4,0.12768203020095825,0.7557812929153442,0.8342626690864563,1:23:00
4,0.12768203020095825,0.7557812929153442,0.8342626690864563,1:23:00,0.001500117754267954
5,0.06398222595453262,0.7853383421897888,0.8369424939155579,1:22:43
5,0.06398222595453262,0.7853383421897888,0.8369424939155579,1:22:43,0.0011046669309726699
6,0.0749111995100975,1.111891269683838,0.8127111196517944,1:22:36
6,0.0749111995100975,1.111891269683838,0.8127111196517944,1:22:36,0.0006911197975650102
7,0.053826164454221725,0.8407649397850037,0.8523482084274292,1:22:52
7,0.053826164454221725,0.8407649397850037,0.8523482084274292,1:22:52,0.00033098290545887114
8,0.050017718225717545,0.9975301027297974,0.8329654932022095,1:23:01
8,0.050017718225717545,0.9975301027297974,0.8329654932022095,1:23:01,8.65266080524328e-05
9,0.03194614127278328,1.1569311618804932,0.8300533294677734,1:23:05
9,0.03194614127278328,1.1569311618804932,0.8300533294677734,1:23:05,2.000846828021166e-08
