epoch,train_loss,valid_loss,valid_accuracy,time
0,0.19644896686077118,0.3241939842700958,0.8764179348945618,12:52:37
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0,lr_1,lr_2
0,0.19644896686077118,0.3241939842700958,0.8764179348945618,12:52:37,0.0007428678613782612,,
1,0.2358880490064621,0.325345903635025,0.8832591772079468,12:52:24
1,0.2358880490064621,0.325345903635025,0.8832591772079468,12:52:24,0.0018163620664941556,,
2,0.20448128879070282,0.2990044355392456,0.9021617770195007,13:01:18
2,0.20448128879070282,0.2990044355392456,0.9021617770195007,13:01:18,0.001978183921210736,,
3,0.1592378467321396,0.26581767201423645,0.9107677936553955,12:18:52
3,0.1592378467321396,0.26581767201423645,0.9107677936553955,12:18:52,0.0018091210256511807,,
4,0.14279817044734955,0.25708672404289246,0.9069514274597168,12:17:52
4,0.14279817044734955,0.25708672404289246,0.9069514274597168,12:17:52,0.0015001554542471514,,
epoch,train_loss,valid_loss,valid_accuracy,time
0,00:00
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0,lr_1,lr_2
0,00:00,0.001,,
1,00:00
1,00:00,0.001,,
2,00:00
2,00:00,0.001,,
3,00:00
3,00:00,0.001,,
4,00:00
4,00:00,0.001,,
5,0.1672375500202179,0.23650150001049042,0.9114004373550415,12:27:23
5,0.1672375500202179,0.23650150001049042,0.9114004373550415,12:27:23,0.001104710134681114,,
6,0.1162744015455246,0.21600207686424255,0.9239521026611328,12:11:19
6,0.1162744015455246,0.21600207686424255,0.9239521026611328,12:11:19,0.0006911614719554732,,
epoch,train_loss,valid_loss,valid_accuracy,time
0,00:00
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0,lr_1,lr_2
0,00:00,0.001,,
1,00:00
1,00:00,0.001,,
2,00:00
2,00:00,0.001,,
3,00:00
3,00:00,0.001,,
4,00:00
4,00:00,0.001,,
5,00:00
5,00:00,0.001,,
6,00:00
6,00:00,0.001,,
7,0.08850685507059097,0.2018287479877472,0.9272205829620361,12:12:23
7,0.08850685507059097,0.2018287479877472,0.9272205829620361,12:12:23,0.00033101519385746246,,
8,0.08176232129335403,0.188311368227005,0.9331231713294983,12:09:05
8,0.08176232129335403,0.188311368227005,0.9331231713294983,12:09:05,8.654428368630104e-05,,
9,0.06756912916898727,0.19154711067676544,0.93172287940979,12:13:03
9,0.06756912916898727,0.19154711067676544,0.93172287940979,12:13:03,2.0015098074581406e-08,,
