epoch,train_loss,valid_loss,valid_accuracy,time
0,0.26037704944610596,0.11615417897701263,0.9759345054626465,51:58
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.26037704944610596,0.11615417897701263,0.9759345054626465,51:58,0.0007429872628216589
1,0.31366828083992004,0.10625079274177551,0.9814628958702087,51:55
1,0.31366828083992004,0.10625079274177551,0.9814628958702087,51:55,0.0018164359707443943
2,0.26857244968414307,0.17847387492656708,0.9515337944030762,51:55
2,0.26857244968414307,0.17847387492656708,0.9515337944030762,51:55,0.0019781748711731224
3,0.22940248250961304,0.07512237131595612,0.9828484058380127,51:57
3,0.22940248250961304,0.07512237131595612,0.9828484058380127,51:57,0.0018090954136712296
4,0.25043541193008423,0.0877411812543869,0.9819195866584778,52:00
4,0.25043541193008423,0.0877411812543869,0.9819195866584778,52:00,0.0015001176731917081
5,0.1351967751979828,0.15382513403892517,0.9704244136810303,51:58
5,0.1351967751979828,0.15382513403892517,0.9704244136810303,51:58,0.0011046669309726699
6,0.1241592988371849,0.29691368341445923,0.9552625417709351,52:00
6,0.1241592988371849,0.29691368341445923,0.9552625417709351,52:00,0.0006911197975650102
7,0.08876533806324005,0.0927758738398552,0.985370397567749,52:03
7,0.08876533806324005,0.0927758738398552,0.985370397567749,52:03,0.0003309827662874721
8,0.07889438420534134,0.11597984284162521,0.9811951518058777,51:52
8,0.07889438420534134,0.11597984284162521,0.9811951518058777,51:52,8.65266080524328e-05
9,0.05011935904622078,0.12359052896499634,0.9799812436103821,52:02
9,0.05011935904622078,0.12359052896499634,0.9799812436103821,52:02,2.000846828021166e-08
