epoch,train_loss,valid_loss,valid_accuracy,time
0,0.36416420340538025,0.4792402386665344,0.9038954377174377,44:55
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.36416420340538025,0.4792402386665344,0.9038954377174377,44:55,0.0007429872628216589
1,0.3055201470851898,0.5178936123847961,0.9013400077819824,44:48
1,0.3055201470851898,0.5178936123847961,0.9013400077819824,44:48,0.0018164359707443943
2,0.23394420742988586,0.7077714800834656,0.8700211644172668,44:47
2,0.23394420742988586,0.7077714800834656,0.8700211644172668,44:47,0.0019781748711731224
3,0.20928849279880524,0.5795547366142273,0.8967826962471008,44:47
3,0.20928849279880524,0.5795547366142273,0.8967826962471008,44:47,0.0018090954136712296
4,0.15486614406108856,0.45404356718063354,0.8972246646881104,44:48
4,0.15486614406108856,0.45404356718063354,0.8972246646881104,44:48,0.0015001176731917081
5,0.1256444752216339,0.5528714060783386,0.909355103969574,44:47
5,0.1256444752216339,0.5528714060783386,0.909355103969574,44:47,0.0011046669309726699
6,0.13891653716564178,0.5927466750144958,0.9100339412689209,44:47
6,0.13891653716564178,0.5927466750144958,0.9100339412689209,44:47,0.0006911197975650102
7,0.060875967144966125,0.6183215379714966,0.9107193946838379,44:47
7,0.060875967144966125,0.6183215379714966,0.9107193946838379,44:47,0.0003309827662874721
8,0.06301289051771164,0.6701773405075073,0.9104450345039368,44:47
8,0.06301289051771164,0.6701773405075073,0.9104450345039368,44:47,8.65266080524328e-05
9,0.05567767471075058,0.7210026979446411,0.9122269153594971,44:45
9,0.05567767471075058,0.7210026979446411,0.9122269153594971,44:45,2.000846828021166e-08
