epoch,train_loss,valid_loss,valid_accuracy,time
0,0.4664093852043152,0.23074601590633392,0.9150809049606323,1:17:28
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0
0,0.4664093852043152,0.23074601590633392,0.9150809049606323,1:17:28,0.0007429872628216589
1,0.42686665058135986,0.08982904255390167,0.9800823926925659,1:22:22
1,0.42686665058135986,0.08982904255390167,0.9800823926925659,1:22:22,0.0018164359707443943
2,0.31790104508399963,0.10071488469839096,0.9762515425682068,1:22:18
2,0.31790104508399963,0.10071488469839096,0.9762515425682068,1:22:18,0.0019781748711731224
3,0.24685055017471313,0.8434239029884338,0.8754765391349792,1:22:18
3,0.24685055017471313,0.8434239029884338,0.8754765391349792,1:22:18,0.0018090954136712296
4,0.24880008399486542,0.7541491389274597,0.9097663760185242,1:22:22
4,0.24880008399486542,0.7541491389274597,0.9097663760185242,1:22:22,0.0015001176731917081
5,0.19927938282489777,0.20572298765182495,0.9693382382392883,1:22:46
5,0.19927938282489777,0.20572298765182495,0.9693382382392883,1:22:46,0.0011046669309726699
6,0.18598690629005432,0.09660644829273224,0.9792609810829163,1:22:34
6,0.18598690629005432,0.09660644829273224,0.9792609810829163,1:22:34,0.0006911197975650102
7,0.16813772916793823,0.10560712963342667,0.9792304635047913,1:25:33
7,0.16813772916793823,0.10560712963342667,0.9792304635047913,1:25:33,0.0003309827662874721
8,0.1378275603055954,0.16074036061763763,0.9732112884521484,1:22:23
8,0.1378275603055954,0.16074036061763763,0.9732112884521484,1:22:23,8.65266080524328e-05
9,0.1137528195977211,0.11634403467178345,0.9792997241020203,1:22:10
9,0.1137528195977211,0.11634403467178345,0.9792997241020203,1:22:10,2.000846828021166e-08
