epoch,train_loss,valid_loss,valid_accuracy,time
0,0.35603436827659607,0.4829894006252289,0.83538419008255,57:28
epoch,train_loss,valid_loss,valid_accuracy,time,lr_0,lr_1,lr_2
0,0.35603436827659607,0.4829894006252289,0.83538419008255,57:28,0.0007431057291175775,0.0007431057291175775,0.0007431057291175775
1,0.3085634708404541,0.5038558840751648,0.8189981579780579,57:08
1,0.3085634708404541,0.5038558840751648,0.8189981579780579,57:08,0.001816509227492079,0.001816509227492079,0.001816509227492079
2,0.20981745421886444,0.4638500511646271,0.8227159976959229,57:05
2,0.20981745421886444,0.4638500511646271,0.8227159976959229,57:05,0.001978165867924384,0.001978165867924384,0.001978165867924384
3,0.22111399471759796,0.4792455732822418,0.8291229009628296,56:51
3,0.22111399471759796,0.4792455732822418,0.8291229009628296,56:51,0.0018090699652303407,0.0018090699652303407,0.0018090699652303407
4,0.19603969156742096,0.4281380772590637,0.8378862738609314,57:03
4,0.19603969156742096,0.4281380772590637,0.8378862738609314,57:03,0.0015000802154973957,0.0015000802154973957,0.0015000802154973957
5,0.1628074198961258,0.38526561856269836,0.8628148436546326,56:56
5,0.1628074198961258,0.38526561856269836,0.8628148436546326,56:56,0.0011046237270667088,0.0011046237270667088,0.0011046237270667088
6,0.10728783905506134,0.40934839844703674,0.8522448539733887,57:38
6,0.10728783905506134,0.40934839844703674,0.8522448539733887,57:38,0.0006910788361352256,0.0006910788361352256,0.0006910788361352256
7,0.1112637147307396,0.344833105802536,0.880348265171051,57:00
7,0.1112637147307396,0.344833105802536,0.880348265171051,57:00,0.00033095061832292,0.00033095061832292,0.00033095061832292
8,0.12771427631378174,0.3034422695636749,0.8986353874206543,57:07
8,0.12771427631378174,0.3034422695636749,0.8986353874206543,57:07,8.650908649648664e-05,8.650908649648664e-05,8.650908649648664e-05
9,0.11105312407016754,0.31351956725120544,0.8996272087097168,57:05
9,0.11105312407016754,0.31351956725120544,0.8996272087097168,57:05,2.000377451877311e-08,2.000377451877311e-08,2.000377451877311e-08
